mood,time_of_day,hunger_level,sentiment,snack,snack_group,snack_type,snack_texture
sad,afternoon,0.026127248627596703,-0.1,coconut candy,nigerian_sweet,sweet,chewy
anxious,afternoon,0.26568782664649965,-0.1,popcorn,savory_snacks,savory,crisp
stressed,evening,0.4902366684292083,-0.1,coconut candy,nigerian_sweet,sweet,chewy
sad,midnight,0.545082410593079,-0.1,chin chin,nigerian_fried,sweet,crisp
sad,evening,0.2042690990105953,-0.79,chocolate,nigerian_sweet,sweet,soft
anxious,afternoon,0.22247961205308517,-0.57,pretzels,savory_snacks,savory,crisp
happy,midnight,0.03353217337300603,0.2,akara,nigerian_fried,savory,soft
tired,afternoon,0.2541557580377298,-0.1,popcorn,savory_snacks,savory,crisp
content,evening,0.7474432913339922,0.83,granola bar,healthy_light,light,crisp
sad,afternoon,0.2518606634813191,-0.91,chocolate,nigerian_sweet,sweet,soft
sad,afternoon,0.1171490052822529,-0.1,ice cream,nigerian_sweet,sweet,soft
sad,midnight,0.6145025427047058,-0.1,dodo ikire,nigerian_sweet,sweet,soft
excited,morning,0.24677462519158722,0.2,chin chin,nigerian_fried,sweet,crisp
bored,evening,0.570276796688764,0.3,popcorn,savory_snacks,savory,crisp
stressed,midnight,0.5368745256687809,-0.1,popcorn,savory_snacks,savory,crisp
content,evening,0.3635225235839623,0.56,fruit,healthy_light,light,soft
excited,afternoon,0.09631006303127121,0.88,puff puff,nigerian_fried,sweet,soft
stressed,evening,0.39751641480003913,-0.1,coconut candy,nigerian_sweet,sweet,chewy
tired,evening,0.6058263826204007,-0.1,chocolate,nigerian_sweet,sweet,soft
happy,morning,0.04191303647588898,0.2,chin chin,nigerian_fried,sweet,crisp
stressed,morning,0.667957764555523,-0.1,dodo ikire,nigerian_sweet,sweet,soft
nostalgic,midnight,0.028744145748778396,0.85,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.022921942062123613,0.2,akara,nigerian_fried,savory,soft
bored,midnight,0.5581730460426344,-0.27,chips,savory_snacks,savory,crisp
happy,evening,0.5675510917071799,0.2,yogurt,healthy_light,light,soft
excited,midnight,0.07455689565015576,0.2,chin chin,nigerian_fried,sweet,crisp
bored,midnight,0.6538442497705894,0.3,plantain chips,nigerian_savory,savory,crisp
bored,midnight,0.22986137320712158,-0.3,crackers,savory_snacks,savory,crisp
nostalgic,morning,0.35368562774377604,0.2,candy,nigerian_sweet,sweet,chewy
stressed,afternoon,0.1668706941928406,-0.41,pretzels,savory_snacks,savory,crisp
anxious,evening,0.2888597810728298,-0.18,chips,savory_snacks,savory,crisp
happy,morning,0.27002597270705514,0.61,akara,nigerian_fried,savory,soft
bored,midnight,0.7165519554132933,-0.3,popcorn,savory_snacks,savory,crisp
stressed,evening,0.6324164082173388,-0.72,coconut candy,nigerian_sweet,sweet,chewy
happy,evening,0.5903607579180737,0.2,chin chin,nigerian_fried,sweet,crisp
happy,afternoon,0.3556226024401277,0.2,chin chin,nigerian_fried,sweet,crisp
sad,evening,0.4622456402008678,-0.1,chocolate,nigerian_sweet,sweet,soft
tired,midnight,0.357153537437239,-0.1,veggies,healthy_light,light,crisp
tired,evening,0.7475464310027532,-0.1,veggies,healthy_light,light,crisp
content,afternoon,0.4188804377220894,0.2,veggies,healthy_light,light,crisp
stressed,evening,0.16825484502863494,-0.1,ice cream,nigerian_sweet,sweet,soft
happy,afternoon,0.2302650390812847,0.2,fruit,healthy_light,light,soft
stressed,evening,0.4753934618468778,-0.1,candy,nigerian_sweet,sweet,chewy
sad,afternoon,0.11471629600871402,-0.96,ice cream,nigerian_sweet,sweet,soft
bored,midnight,0.5976626137032232,-0.3,suya,nigerian_savory,spicy,chewy
tired,midnight,0.561106628447752,-0.77,fruit,healthy_light,light,soft
tired,midnight,0.2655772037886764,-0.1,suya,nigerian_savory,spicy,chewy
bored,midnight,0.38617077846154757,0.3,crackers,savory_snacks,savory,crisp
excited,afternoon,0.5310595798821801,0.93,akara,nigerian_fried,savory,soft
tired,morning,0.01974732577966769,-0.27,cheese,healthy_light,light,soft
happy,afternoon,0.7338144532621446,0.2,akara,nigerian_fried,savory,soft
bored,afternoon,0.6278157454599904,0.3,popcorn,savory_snacks,savory,crisp
content,midnight,0.7567397152256693,0.2,chin chin,nigerian_fried,sweet,crisp
stressed,midnight,0.2606587686163878,-0.74,coconut candy,nigerian_sweet,sweet,chewy
anxious,morning,0.5320447912053049,-0.1,chips,savory_snacks,savory,crisp
happy,morning,0.3685358638667913,0.2,akara,nigerian_fried,savory,soft
tired,midnight,0.6238567072080545,-0.76,akara,nigerian_fried,savory,soft
sad,evening,0.11857396967945971,-0.82,cheese,healthy_light,light,soft
content,morning,0.41156906219191536,0.2,yogurt,healthy_light,light,soft
tired,midnight,0.18058217907130195,-0.22,fruit,healthy_light,light,soft
happy,evening,0.7898689268636367,0.2,akara,nigerian_fried,savory,soft
hungry,afternoon,1.0,-0.07,boli,nigerian_savory,savory,soft
bored,afternoon,0.5380058101389193,0.3,chips,savory_snacks,savory,crisp
tired,evening,0.5332936679034979,-0.76,yogurt,healthy_light,light,soft
content,evening,0.39996719357183075,0.46,fruit,healthy_light,light,soft
happy,afternoon,0.24602383639236508,0.2,dodo ikire,nigerian_sweet,sweet,soft
stressed,midnight,0.7707839579794621,-0.78,candy,nigerian_sweet,sweet,chewy
excited,midnight,0.5215206924499686,0.66,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.5102193134764733,0.64,puff puff,nigerian_fried,sweet,soft
anxious,afternoon,0.47887608592373665,-0.1,roasted groundnuts,nigerian_savory,savory,crisp
excited,midnight,0.5841773742057994,0.2,puff puff,nigerian_fried,sweet,soft
stressed,afternoon,0.6163577768591919,-0.33,pretzels,savory_snacks,savory,crisp
anxious,midnight,0.04550511822211725,-0.1,popcorn,savory_snacks,savory,crisp
anxious,evening,0.744513981081568,-0.1,popcorn,savory_snacks,savory,crisp
tired,morning,0.09635787199725235,-0.1,yogurt,healthy_light,light,soft
happy,evening,0.06137826148230818,0.2,puff puff,nigerian_fried,sweet,soft
happy,afternoon,0.28378284538417015,0.2,akara,nigerian_fried,savory,soft
sad,afternoon,0.4911835650187151,-0.1,chocolate,nigerian_sweet,sweet,soft
excited,morning,0.7524031623035221,0.3,coconut candy,nigerian_sweet,sweet,chewy
excited,evening,0.4202067350252667,0.2,kuli kuli,nigerian_savory,spicy,crisp
stressed,midnight,0.13012865208438812,-0.1,coconut candy,nigerian_sweet,sweet,chewy
tired,afternoon,0.29091628713555967,-0.8,dodo ikire,nigerian_sweet,sweet,soft
bored,midnight,0.0634242277049534,0.13,yogurt,healthy_light,light,soft
bored,midnight,0.44668185205129096,0.3,crackers,savory_snacks,savory,crisp
excited,afternoon,0.6041068939561568,0.2,suya,nigerian_savory,spicy,chewy
excited,midnight,0.7326305915633018,0.2,chin chin,nigerian_fried,sweet,crisp
anxious,evening,0.7001068948969218,-0.1,kilishi,nigerian_savory,spicy,chewy
happy,afternoon,0.375614932276507,0.2,fruit,healthy_light,light,soft
nostalgic,afternoon,0.6477400290127115,0.9,akara,nigerian_fried,savory,soft
happy,evening,0.18135252165993895,0.2,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.04365232662615917,0.2,yogurt,healthy_light,light,soft
stressed,morning,0.6682980242273969,-0.61,dodo ikire,nigerian_sweet,sweet,soft
bored,afternoon,0.6398266915566267,0.11,crackers,savory_snacks,savory,crisp
content,morning,0.01165372380102312,0.2,fruit,healthy_light,light,soft
sad,evening,0.5005206315418212,-0.1,coconut candy,nigerian_sweet,sweet,chewy
tired,afternoon,0.22669125511289456,-0.1,yogurt,healthy_light,light,soft
tired,evening,0.13069340671873617,-0.63,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.6838446230394092,0.9,dodo ikire,nigerian_sweet,sweet,soft
stressed,evening,0.4045573950250992,-0.88,boli,nigerian_savory,savory,soft
tired,midnight,0.1614734682910065,-0.48,ice cream,nigerian_sweet,sweet,soft
content,afternoon,0.14822148026683202,0.2,fruit,healthy_light,light,soft
nostalgic,afternoon,0.36342271743185806,0.2,cheese,healthy_light,light,soft
content,afternoon,0.4148493509325872,0.2,cheese,healthy_light,light,soft
anxious,evening,0.037578392878511835,-0.1,kuli kuli,nigerian_savory,spicy,crisp
anxious,evening,0.536347467037534,-0.1,pretzels,savory_snacks,savory,crisp
sad,midnight,0.46369527778250935,-0.96,fruit,healthy_light,light,soft
hungry,afternoon,1.0,0.3,plantain chips,nigerian_savory,savory,crisp
stressed,morning,0.04077990161795393,-0.1,candy,nigerian_sweet,sweet,chewy
happy,evening,0.7379474269248996,0.2,puff puff,nigerian_fried,sweet,soft
content,evening,0.25993823552531303,0.37,granola bar,healthy_light,light,crisp
excited,morning,0.32773829543401534,0.96,akara,nigerian_fried,savory,soft
bored,evening,0.21812051784998776,0.3,pretzels,savory_snacks,savory,crisp
happy,afternoon,0.04769386027572722,0.38,puff puff,nigerian_fried,sweet,soft
excited,morning,0.49488823127515125,0.2,puff puff,nigerian_fried,sweet,soft
content,morning,0.10640783912586303,0.2,cheese,healthy_light,light,soft
nostalgic,morning,0.327268118907901,0.2,cookies,nigerian_sweet,sweet,crisp
anxious,midnight,0.28624899946847443,-0.1,popcorn,savory_snacks,savory,crisp
excited,evening,0.2520084057467397,0.2,akara,nigerian_fried,savory,soft
bored,evening,0.6241701188285069,0.13,crackers,savory_snacks,savory,crisp
tired,evening,0.1566044851244997,-0.1,chocolate,nigerian_sweet,sweet,soft
bored,afternoon,0.3352795783336682,0.2,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.7264120714999794,0.2,chin chin,nigerian_fried,sweet,crisp
happy,evening,0.1395274136891996,0.2,puff puff,nigerian_fried,sweet,soft
tired,morning,0.10030027938709862,-0.49,yogurt,healthy_light,light,soft
excited,afternoon,0.46169366591032523,0.78,akara,nigerian_fried,savory,soft
sad,midnight,0.23659805007601653,-0.49,coconut candy,nigerian_sweet,sweet,chewy
stressed,midnight,0.19748562207658635,-0.39,candy,nigerian_sweet,sweet,chewy
sad,midnight,0.6652326290701325,-0.65,cookies,nigerian_sweet,sweet,crisp
anxious,afternoon,0.22662752279406187,-0.2,chips,savory_snacks,savory,crisp
tired,morning,0.2470418202796923,-0.41,popcorn,savory_snacks,savory,crisp
tired,morning,0.3668148497496123,-0.1,granola bar,healthy_light,light,crisp
nostalgic,afternoon,0.588734362841591,0.2,puff puff,nigerian_fried,sweet,soft
bored,midnight,0.717908573970972,-0.3,chips,savory_snacks,savory,crisp
nostalgic,midnight,0.3330102245503259,0.2,fruit,healthy_light,light,soft
excited,afternoon,0.3285461064082263,0.2,candy,nigerian_sweet,sweet,chewy
nostalgic,afternoon,0.299157707583254,0.77,chin chin,nigerian_fried,sweet,crisp
bored,evening,0.10457385887180584,0.3,pretzels,savory_snacks,savory,crisp
stressed,afternoon,0.2935691256057604,-0.71,dodo ikire,nigerian_sweet,sweet,soft
tired,afternoon,0.3242602885175627,-0.46,cookies,nigerian_sweet,sweet,crisp
nostalgic,midnight,0.6360464140849049,0.2,coconut candy,nigerian_sweet,sweet,chewy
anxious,midnight,0.30134115234357,-0.32,plantain chips,nigerian_savory,savory,crisp
happy,midnight,0.06592477748955856,0.2,puff puff,nigerian_fried,sweet,soft
nostalgic,evening,0.6857847498958329,0.53,akara,nigerian_fried,savory,soft
nostalgic,morning,0.26252805788288625,0.2,dodo ikire,nigerian_sweet,sweet,soft
stressed,afternoon,0.24965123572161652,-0.1,chips,savory_snacks,savory,crisp
hungry,morning,1.0,0.3,roasted groundnuts,nigerian_savory,savory,crisp
nostalgic,midnight,0.2503356384230581,0.72,akara,nigerian_fried,savory,soft
anxious,midnight,0.5174697831411048,-0.1,popcorn,savory_snacks,savory,crisp
nostalgic,morning,0.380380572186187,0.7,dodo ikire,nigerian_sweet,sweet,soft
content,morning,0.5088378738713013,0.2,yogurt,healthy_light,light,soft
excited,midnight,0.6629671870544052,0.66,suya,nigerian_savory,spicy,chewy
content,evening,0.5645083170951852,0.84,chin chin,nigerian_fried,sweet,crisp
happy,afternoon,0.32622242752493014,0.77,akara,nigerian_fried,savory,soft
anxious,midnight,0.18645824951266798,-0.1,kokoro,savory_snacks,savory,crisp
happy,midnight,0.31449743856566337,0.2,puff puff,nigerian_fried,sweet,soft
hungry,afternoon,1.0,-0.3,kuli kuli,nigerian_savory,spicy,crisp
stressed,evening,0.7039317013816117,-0.1,coconut candy,nigerian_sweet,sweet,chewy
hungry,afternoon,1.0,-0.05,roasted groundnuts,nigerian_savory,savory,crisp
excited,midnight,0.33775378710454246,0.57,akara,nigerian_fried,savory,soft
tired,morning,0.10988939677493939,-0.45,ice cream,nigerian_sweet,sweet,soft
anxious,afternoon,0.4768400926087602,-0.1,kokoro,savory_snacks,savory,crisp
bored,morning,0.45660918476725876,-0.04,chips,savory_snacks,savory,crisp
tired,afternoon,0.6751035289847432,-0.1,coconut candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.578227680497217,0.2,dodo ikire,nigerian_sweet,sweet,soft
stressed,evening,0.29985993947999817,-0.1,coconut candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.08642316599326341,0.2,dodo ikire,nigerian_sweet,sweet,soft
tired,midnight,0.6419214275610594,-0.32,granola bar,healthy_light,light,crisp
excited,evening,0.6185468010070067,0.34,puff puff,nigerian_fried,sweet,soft
happy,evening,0.38658566070034817,0.97,dodo ikire,nigerian_sweet,sweet,soft
excited,afternoon,0.3189139953704512,0.73,puff puff,nigerian_fried,sweet,soft
nostalgic,evening,0.3227847752215997,0.2,chocolate,nigerian_sweet,sweet,soft
content,afternoon,0.7935113567579934,0.9,boli,nigerian_savory,savory,soft
stressed,afternoon,0.44443965590849593,-0.42,chocolate,nigerian_sweet,sweet,soft
nostalgic,midnight,0.646292516547185,0.47,ice cream,nigerian_sweet,sweet,soft
bored,afternoon,0.23812022205462435,-0.3,popcorn,savory_snacks,savory,crisp
content,afternoon,0.5743461527520815,0.2,fruit,healthy_light,light,soft
content,morning,0.6570001236477635,0.2,akara,nigerian_fried,savory,soft
stressed,morning,0.11120176415926215,-0.12,dodo ikire,nigerian_sweet,sweet,soft
happy,midnight,0.7478364139942267,0.82,ice cream,nigerian_sweet,sweet,soft
stressed,evening,0.4029667096672566,-0.1,kokoro,savory_snacks,savory,crisp
sad,midnight,0.5529973310287915,-0.66,candy,nigerian_sweet,sweet,chewy
content,midnight,0.3289632537694833,0.33,kuli kuli,nigerian_savory,spicy,crisp
content,afternoon,0.33081322423196735,0.2,ice cream,nigerian_sweet,sweet,soft
hungry,afternoon,1.0,0.3,roasted groundnuts,nigerian_savory,savory,crisp
happy,morning,0.11295925082974795,0.53,akara,nigerian_fried,savory,soft
sad,afternoon,0.3825271388446753,-0.1,candy,nigerian_sweet,sweet,chewy
excited,morning,0.7341178223235468,0.77,akara,nigerian_fried,savory,soft
happy,morning,0.4494910318476148,0.34,granola bar,healthy_light,light,crisp
content,afternoon,0.6515071365352653,0.2,kuli kuli,nigerian_savory,spicy,crisp
stressed,afternoon,0.4515163042711917,-0.1,candy,nigerian_sweet,sweet,chewy
content,midnight,0.16327012892460824,0.2,fruit,healthy_light,light,soft
happy,evening,0.3304859181817154,0.2,chin chin,nigerian_fried,sweet,crisp
tired,evening,0.044592682869953396,-0.1,popcorn,savory_snacks,savory,crisp
happy,midnight,0.1656456667064263,0.2,akara,nigerian_fried,savory,soft
sad,midnight,0.09859796650604116,-0.38,fruit,healthy_light,light,soft
hungry,midnight,1.0,0.3,plantain chips,nigerian_savory,savory,crisp
bored,afternoon,0.42764737532504693,-0.3,roasted groundnuts,nigerian_savory,savory,crisp
bored,morning,0.7121892974366167,-0.3,puff puff,nigerian_fried,sweet,soft
tired,evening,0.704716128435802,-0.9,pretzels,savory_snacks,savory,crisp
stressed,evening,0.06968743156914724,-0.1,dodo ikire,nigerian_sweet,sweet,soft
tired,midnight,0.3912387203594266,-0.3,veggies,healthy_light,light,crisp
content,morning,0.24975350702911037,0.45,cheese,healthy_light,light,soft
hungry,midnight,1.0,0.3,kilishi,nigerian_savory,spicy,chewy
content,morning,0.5958600604239305,0.2,chin chin,nigerian_fried,sweet,crisp
sad,midnight,0.5991705206883189,-0.29,dodo ikire,nigerian_sweet,sweet,soft
anxious,evening,0.09027454974689714,-0.1,chips,savory_snacks,savory,crisp
sad,evening,0.7738169522962381,-0.1,veggies,healthy_light,light,crisp
excited,midnight,0.769681683332022,0.2,akara,nigerian_fried,savory,soft
anxious,morning,0.16478402870156936,-1.0,roasted groundnuts,nigerian_savory,savory,crisp
stressed,evening,0.3101561238712054,-0.72,ice cream,nigerian_sweet,sweet,soft
nostalgic,evening,0.5850004714779001,0.54,veggies,healthy_light,light,crisp
bored,morning,0.4125412408616585,-0.01,suya,nigerian_savory,spicy,chewy
content,afternoon,0.4778499026645695,0.2,cheese,healthy_light,light,soft
bored,evening,0.6811245983131792,-0.3,crackers,savory_snacks,savory,crisp
bored,evening,0.1323998197309245,0.3,crackers,savory_snacks,savory,crisp
stressed,morning,0.4144617321580489,-0.1,crackers,savory_snacks,savory,crisp
nostalgic,morning,0.3483170587198012,0.91,ice cream,nigerian_sweet,sweet,soft
excited,afternoon,0.42577829988495514,0.64,akara,nigerian_fried,savory,soft
content,morning,0.4515332702237982,0.2,puff puff,nigerian_fried,sweet,soft
tired,midnight,0.4661489172436663,-0.75,cookies,nigerian_sweet,sweet,crisp
stressed,morning,0.5333485215140105,-0.1,chocolate,nigerian_sweet,sweet,soft
excited,evening,0.10909626197405267,0.46,kuli kuli,nigerian_savory,spicy,crisp
content,afternoon,0.34899682108572594,0.32,yogurt,healthy_light,light,soft
tired,afternoon,0.055775540666983585,-0.1,yogurt,healthy_light,light,soft
anxious,afternoon,0.029370354786453313,-0.1,kokoro,savory_snacks,savory,crisp
happy,morning,0.4988153561393236,0.2,akara,nigerian_fried,savory,soft
bored,afternoon,0.4913489954552091,-0.3,pretzels,savory_snacks,savory,crisp
happy,morning,0.3654542436449082,0.69,chin chin,nigerian_fried,sweet,crisp
content,afternoon,0.04955721486319034,0.2,suya,nigerian_savory,spicy,chewy
happy,afternoon,0.3063065178273468,0.44,akara,nigerian_fried,savory,soft
bored,evening,0.33737009402073315,-0.3,crackers,savory_snacks,savory,crisp
tired,afternoon,0.28015894481857523,-0.1,yogurt,healthy_light,light,soft
sad,morning,0.7730194381985487,-0.1,granola bar,healthy_light,light,crisp
anxious,midnight,0.6785451986239578,-0.1,popcorn,savory_snacks,savory,crisp
bored,midnight,0.25443168935561594,0.3,plantain chips,nigerian_savory,savory,crisp
nostalgic,morning,0.1316794189596598,0.2,dodo ikire,nigerian_sweet,sweet,soft
excited,afternoon,0.4117937550054239,0.2,akara,nigerian_fried,savory,soft
sad,afternoon,0.555934703825206,-0.98,ice cream,nigerian_sweet,sweet,soft
bored,evening,0.4653772219787814,0.3,kokoro,savory_snacks,savory,crisp
tired,afternoon,0.5753875352353174,-0.46,cheese,healthy_light,light,soft
excited,evening,0.6083200538299862,0.35,chin chin,nigerian_fried,sweet,crisp
content,morning,0.16722962990873783,0.39,cheese,healthy_light,light,soft
excited,morning,0.11836666728752468,0.97,chin chin,nigerian_fried,sweet,crisp
stressed,morning,0.788642927560244,-0.1,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.6533241945612989,0.77,puff puff,nigerian_fried,sweet,soft
nostalgic,afternoon,0.4969490577552666,0.2,fruit,healthy_light,light,soft
sad,morning,0.5412937868420052,-0.27,yogurt,healthy_light,light,soft
bored,midnight,0.5019743190128583,0.3,fruit,healthy_light,light,soft
stressed,evening,0.0510356450028783,-0.23,dodo ikire,nigerian_sweet,sweet,soft
hungry,afternoon,1.0,-0.3,plantain chips,nigerian_savory,savory,crisp
stressed,morning,0.3476247706435963,-0.1,ice cream,nigerian_sweet,sweet,soft
stressed,evening,0.21919102523441447,-0.1,coconut candy,nigerian_sweet,sweet,chewy
stressed,midnight,0.18266500189488868,-0.88,chocolate,nigerian_sweet,sweet,soft
stressed,afternoon,0.09459071397771242,-0.1,crackers,savory_snacks,savory,crisp
anxious,afternoon,0.4782464107212112,-0.1,crackers,savory_snacks,savory,crisp
sad,evening,0.20513042215915345,-0.1,cookies,nigerian_sweet,sweet,crisp
excited,evening,0.783225472633334,0.2,akara,nigerian_fried,savory,soft
anxious,midnight,0.42892430900218886,-0.1,kokoro,savory_snacks,savory,crisp
bored,afternoon,0.7733649120147685,0.3,roasted groundnuts,nigerian_savory,savory,crisp
excited,morning,0.08892070382664947,0.2,roasted groundnuts,nigerian_savory,savory,crisp
stressed,afternoon,0.4461509529483622,-0.89,pretzels,savory_snacks,savory,crisp
bored,afternoon,0.6715625873676406,0.3,popcorn,savory_snacks,savory,crisp
excited,midnight,0.6240384696320348,0.2,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.6564357181967897,-0.3,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.36828429850786154,0.42,fruit,healthy_light,light,soft
happy,midnight,0.7691316323389112,0.27,coconut candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.10754674189564001,0.2,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.4495482028157307,0.2,puff puff,nigerian_fried,sweet,soft
content,midnight,0.38158671409412304,0.2,cheese,healthy_light,light,soft
bored,morning,0.7562973196918223,-0.3,fruit,healthy_light,light,soft
excited,morning,0.767097498552328,0.2,chin chin,nigerian_fried,sweet,crisp
bored,midnight,0.5672012090611037,0.18,popcorn,savory_snacks,savory,crisp
sad,morning,0.35165035341831896,-0.1,dodo ikire,nigerian_sweet,sweet,soft
happy,morning,0.3777811406049635,0.43,chin chin,nigerian_fried,sweet,crisp
bored,morning,0.00494705811271734,0.3,fruit,healthy_light,light,soft
stressed,afternoon,0.7538971515747317,-0.1,boli,nigerian_savory,savory,soft
anxious,evening,0.5865283025094397,-0.1,pretzels,savory_snacks,savory,crisp
excited,midnight,0.07758301001287632,0.2,chin chin,nigerian_fried,sweet,crisp
content,morning,0.18180884284772986,0.2,veggies,healthy_light,light,crisp
hungry,midnight,1.0,-0.3,kokoro,savory_snacks,savory,crisp
happy,morning,0.2775671603020687,0.2,chocolate,nigerian_sweet,sweet,soft
content,afternoon,0.6373158952121105,0.2,fruit,healthy_light,light,soft
content,afternoon,0.20867939676967115,0.2,veggies,healthy_light,light,crisp
sad,afternoon,0.06368406159400451,-0.1,ice cream,nigerian_sweet,sweet,soft
stressed,midnight,0.46648460582391843,-0.1,coconut candy,nigerian_sweet,sweet,chewy
excited,evening,0.46497238199150664,0.44,puff puff,nigerian_fried,sweet,soft
tired,afternoon,0.2784415643818564,-0.1,veggies,healthy_light,light,crisp
bored,evening,0.13841909580093148,-0.3,suya,nigerian_savory,spicy,chewy
happy,evening,0.3090301641164362,0.2,puff puff,nigerian_fried,sweet,soft
bored,afternoon,0.005437238868889427,0.3,kokoro,savory_snacks,savory,crisp
excited,midnight,0.7866726147313813,0.2,akara,nigerian_fried,savory,soft
tired,evening,0.3968341808132665,-0.98,cheese,healthy_light,light,soft
bored,afternoon,0.6732976060342193,-0.3,pretzels,savory_snacks,savory,crisp
stressed,afternoon,0.5417159733373355,-0.76,boli,nigerian_savory,savory,soft
stressed,morning,0.43584086822087875,-0.75,dodo ikire,nigerian_sweet,sweet,soft
stressed,morning,0.5779291075708357,-0.99,coconut candy,nigerian_sweet,sweet,chewy
nostalgic,midnight,0.7637330855032551,0.6,coconut candy,nigerian_sweet,sweet,chewy
bored,evening,0.21423397961810703,-0.14,kilishi,nigerian_savory,spicy,chewy
happy,afternoon,0.5497874747685464,0.2,akara,nigerian_fried,savory,soft
happy,midnight,0.1806717057787136,0.2,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.23513340840394703,0.2,cookies,nigerian_sweet,sweet,crisp
hungry,morning,1.0,-0.3,boli,nigerian_savory,savory,soft
excited,morning,0.6014385308695465,0.2,puff puff,nigerian_fried,sweet,soft
bored,evening,0.577772878938917,-0.3,crackers,savory_snacks,savory,crisp
sad,evening,0.1862868455008754,-0.1,dodo ikire,nigerian_sweet,sweet,soft
excited,morning,0.042175813067600924,0.2,chin chin,nigerian_fried,sweet,crisp
excited,afternoon,0.5660964685924282,0.2,kilishi,nigerian_savory,spicy,chewy
content,morning,0.3509192147487876,0.2,granola bar,healthy_light,light,crisp
bored,afternoon,0.4229658559072421,-0.3,chips,savory_snacks,savory,crisp
sad,evening,0.2372300716962096,-0.47,ice cream,nigerian_sweet,sweet,soft
stressed,midnight,0.08345046988150573,-0.71,pretzels,savory_snacks,savory,crisp
excited,evening,0.7285319963071109,0.2,akara,nigerian_fried,savory,soft
tired,afternoon,0.08991762174081037,-0.9,chips,savory_snacks,savory,crisp
bored,afternoon,0.3093571599899696,0.3,veggies,healthy_light,light,crisp
excited,evening,0.5887363250991591,0.2,puff puff,nigerian_fried,sweet,soft
hungry,evening,1.0,0.3,boli,nigerian_savory,savory,soft
hungry,evening,1.0,0.3,kokoro,savory_snacks,savory,crisp
hungry,evening,1.0,-0.3,roasted groundnuts,nigerian_savory,savory,crisp
excited,evening,0.5201497331565227,0.96,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.07761457458967157,0.2,akara,nigerian_fried,savory,soft
nostalgic,afternoon,0.37521995177430684,0.86,dodo ikire,nigerian_sweet,sweet,soft
excited,morning,0.2705847738538279,0.83,crackers,savory_snacks,savory,crisp
content,morning,0.5297857266636744,0.43,dodo ikire,nigerian_sweet,sweet,soft
happy,evening,0.08202335858224111,0.2,akara,nigerian_fried,savory,soft
hungry,midnight,1.0,-0.08,akara,nigerian_fried,savory,soft
content,afternoon,0.45820842636406944,0.2,yogurt,healthy_light,light,soft
sad,evening,0.15399452050866166,-0.8,cheese,healthy_light,light,soft
content,midnight,0.41121869590120785,0.21,veggies,healthy_light,light,crisp
tired,afternoon,0.6053172394819191,-0.1,dodo ikire,nigerian_sweet,sweet,soft
stressed,afternoon,0.7582368528115657,-0.21,candy,nigerian_sweet,sweet,chewy
happy,evening,0.655596548308842,0.2,puff puff,nigerian_fried,sweet,soft
bored,afternoon,0.35259123286741084,-0.3,crackers,savory_snacks,savory,crisp
anxious,afternoon,0.16470559054265693,-0.3,kuli kuli,nigerian_savory,spicy,crisp
anxious,morning,0.49579828359325284,-0.85,popcorn,savory_snacks,savory,crisp
bored,afternoon,0.46300518108799943,0.24,crackers,savory_snacks,savory,crisp
content,midnight,0.5382653519363441,0.2,yogurt,healthy_light,light,soft
happy,evening,0.7663768531859633,0.2,chin chin,nigerian_fried,sweet,crisp
anxious,evening,0.17418311974634682,-0.1,plantain chips,nigerian_savory,savory,crisp
happy,afternoon,0.6071814654832246,0.2,fruit,healthy_light,light,soft
tired,afternoon,0.7160612473294761,-0.1,cheese,healthy_light,light,soft
excited,midnight,0.358377325105752,0.2,popcorn,savory_snacks,savory,crisp
bored,afternoon,0.044356188563073135,0.3,popcorn,savory_snacks,savory,crisp
nostalgic,morning,0.08278005091726773,0.31,fruit,healthy_light,light,soft
hungry,afternoon,1.0,0.3,boli,nigerian_savory,savory,soft
excited,evening,0.24298803698007954,0.2,chin chin,nigerian_fried,sweet,crisp
sad,morning,0.08577791536678997,-0.15,cookies,nigerian_sweet,sweet,crisp
content,midnight,0.13347886256446212,0.85,yogurt,healthy_light,light,soft
anxious,afternoon,0.18351480172350565,-0.56,suya,nigerian_savory,spicy,chewy
happy,afternoon,0.36445342559208704,0.78,akara,nigerian_fried,savory,soft
hungry,morning,1.0,-0.3,puff puff,nigerian_fried,sweet,soft
anxious,afternoon,0.5493428893793036,-0.51,chips,savory_snacks,savory,crisp
content,morning,0.653685679333409,0.2,yogurt,healthy_light,light,soft
happy,morning,0.6097036963602598,0.87,fruit,healthy_light,light,soft
